Airline,Season,TravelDate,BestDaysBeforeTravel,LowestPrice
Delta,Summer,2016-05-19,45,555.82
Delta,Summer,2016-05-20,60,551.85
Delta,Summer,2016-05-21,52,563.54
Delta,Summer,2016-05-22,55,568.45
Delta,Summer,2016-05-23,60,550.96
Delta,Summer,2016-05-24,49,543.03
Delta,Summer,2016-05-25,53,542.76
Delta,Summer,2016-05-26,49,502.26
Delta,Summer,2016-05-27,58,549.88
Delta,Summer,2016-05-28,57,522.79
Delta,Summer,2016-05-29,44,589.8
Delta,Summer,2016-05-30,51,523.12
Delta,Summer,2016-05-31,57,543.94
Delta,Summer,2016-06-01,29,563.82
Delta,Summer,2016-06-02,58,556.26
Delta,Summer,2016-06-03,52,536.53
Delta,Summer,2016-06-04,51,560.61
Delta,Summer,2016-06-05,52,577.9
Delta,Summer,2016-06-06,36,563.14
Delta,Summer,2016-06-07,51,537.17
Delta,Summer,2016-06-08,54,583.17
Delta,Summer,2016-06-09,59,561.76
Delta,Summer,2016-06-10,60,560.58
Delta,Summer,2016-06-11,59,548.61
Delta,Summer,2016-06-12,60,579.82
Delta,Summer,2016-06-13,57,533.0
Delta,Summer,2016-06-14,60,543.07
Delta,Summer,2016-06-15,58,505.61
Delta,Summer,2017-05-15,52,557.48
Delta,Summer,2017-05-16,57,566.99
Delta,Summer,2017-05-17,59,564.89
Delta,Summer,2017-05-18,46,539.82
Delta,Summer,2017-05-19,60,546.59
Delta,Summer,2017-05-20,57,543.19
Delta,Summer,2017-05-21,60,536.13
Delta,Summer,2017-05-22,57,505.49
Delta,Summer,2017-05-23,58,448.97
Delta,Summer,2017-05-24,52,522.99
Delta,Summer,2017-05-25,46,582.84
Delta,Summer,2017-05-26,51,554.39
Delta,Summer,2017-05-27,59,545.47
Delta,Summer,2017-05-28,56,531.35
Delta,Summer,2017-05-29,60,583.51
Delta,Summer,2017-05-30,59,559.18
Delta,Summer,2017-05-31,42,515.65
Delta,Summer,2017-06-01,58,567.75
Delta,Summer,2017-06-02,55,539.36
Delta,Summer,2017-06-03,50,552.79
Delta,Summer,2017-06-04,60,541.5
Delta,Summer,2017-06-05,51,543.64
Delta,Summer,2017-06-06,57,538.7
Delta,Summer,2017-06-07,54,562.51
Delta,Summer,2017-06-08,56,529.54
Delta,Summer,2017-06-09,56,543.59
Delta,Summer,2017-06-10,60,554.59
Delta,Summer,2017-06-11,56,556.5
Delta,Summer,2017-06-12,60,556.64
Delta,Summer,2017-06-13,51,566.84
Delta,Summer,2017-06-14,53,568.34
Delta,Summer,2017-06-15,57,543.29
Delta,Summer,2018-05-15,53,533.76
Delta,Summer,2018-05-16,58,581.62
Delta,Summer,2018-05-17,55,553.82
Delta,Summer,2018-05-18,56,561.43
Delta,Summer,2018-05-19,58,554.55
Delta,Summer,2018-05-20,58,564.06
Delta,Summer,2018-05-21,58,524.02
Delta,Summer,2018-05-22,48,546.69
Delta,Summer,2018-05-23,47,540.16
Delta,Summer,2018-05-24,54,549.37
Delta,Summer,2018-05-25,50,587.76
Delta,Summer,2018-05-26,48,542.68
Delta,Summer,2018-05-27,49,604.31
Delta,Summer,2018-05-28,48,541.62
Delta,Summer,2018-05-29,60,545.78
Delta,Summer,2018-05-30,54,566.36
Delta,Summer,2018-05-31,59,570.26
Delta,Summer,2018-06-01,49,523.83
Delta,Summer,2018-06-02,60,572.38
Delta,Summer,2018-06-03,50,554.5
Delta,Summer,2018-06-04,49,563.1
Delta,Summer,2018-06-05,58,496.27
Delta,Summer,2018-06-06,39,571.99
Delta,Summer,2018-06-07,56,518.31
Delta,Summer,2018-06-08,43,576.48
Delta,Summer,2018-06-09,57,539.66
Delta,Summer,2018-06-10,60,520.03
Delta,Summer,2018-06-11,59,558.4
Delta,Summer,2018-06-12,60,560.23
Delta,Summer,2018-06-13,56,527.25
Delta,Summer,2018-06-14,51,511.18
Delta,Summer,2018-06-15,53,558.89
Delta,Summer,2019-05-15,60,532.46
Delta,Summer,2019-05-16,52,564.85
Delta,Summer,2019-05-17,34,549.42
Delta,Summer,2019-05-18,60,562.67
Delta,Summer,2019-05-19,52,551.32
Delta,Summer,2019-05-20,47,574.91
Delta,Summer,2019-05-21,49,557.12
Delta,Summer,2019-05-22,59,556.09
Delta,Summer,2019-05-23,55,558.6
Delta,Summer,2019-05-24,60,523.39
Delta,Summer,2019-05-25,60,536.37
Delta,Summer,2019-05-26,59,584.08
Delta,Summer,2019-05-27,42,549.03
Delta,Summer,2019-05-28,57,534.25
Delta,Summer,2019-05-29,56,536.94
Delta,Summer,2019-05-30,58,572.63
Delta,Summer,2019-05-31,53,542.66
Delta,Summer,2019-06-01,60,499.74
Delta,Summer,2019-06-02,45,564.67
Delta,Summer,2019-06-03,57,501.83
Delta,Summer,2019-06-04,57,556.51
Delta,Summer,2019-06-05,54,540.03
Delta,Summer,2019-06-06,47,544.91
Delta,Summer,2019-06-07,53,514.58
Delta,Summer,2019-06-08,56,553.91
Delta,Summer,2019-06-09,46,553.91
Delta,Summer,2019-06-10,53,534.0
Delta,Summer,2019-06-11,58,551.8
Delta,Summer,2019-06-12,53,531.64
Delta,Summer,2019-06-13,48,560.64
Delta,Summer,2019-06-14,56,552.3
Delta,Summer,2019-06-15,59,596.7
Delta,Summer,2020-05-15,43,559.11
Delta,Summer,2020-05-16,59,590.62
Delta,Summer,2020-05-17,45,571.68
Delta,Summer,2020-05-18,49,561.2
Delta,Summer,2020-05-19,54,533.53
Delta,Summer,2020-05-20,57,567.34
Delta,Summer,2020-05-21,37,554.18
Delta,Summer,2020-05-22,60,580.62
Delta,Summer,2020-05-23,60,556.93
Delta,Summer,2020-05-24,40,561.58
Delta,Summer,2020-05-25,47,569.02
Delta,Summer,2020-05-26,53,524.5
Delta,Summer,2020-05-27,54,578.49
Delta,Summer,2020-05-28,58,556.13
Delta,Summer,2020-05-29,55,578.16
Delta,Summer,2020-05-30,40,574.3
Delta,Summer,2020-05-31,45,558.02
Delta,Summer,2020-06-01,49,526.24
Delta,Summer,2020-06-02,59,557.95
Delta,Summer,2020-06-03,44,581.0
Delta,Summer,2020-06-04,48,583.7
Delta,Summer,2020-06-05,57,547.8
Delta,Summer,2020-06-06,59,570.56
Delta,Summer,2020-06-07,51,573.2
Delta,Summer,2020-06-08,51,567.43
Delta,Summer,2020-06-09,47,563.36
Delta,Summer,2020-06-10,42,561.04
Delta,Summer,2020-06-11,59,536.43
Delta,Summer,2020-06-12,53,572.34
Delta,Summer,2020-06-13,53,569.42
Delta,Summer,2020-06-14,44,527.42
Delta,Summer,2020-06-15,57,546.75
Delta,Summer,2021-05-15,60,554.23
Delta,Summer,2021-05-16,60,544.58
Delta,Summer,2021-05-17,60,543.83
Delta,Summer,2021-05-18,44,576.01
Delta,Summer,2021-05-19,57,498.0
Delta,Summer,2021-05-20,50,571.08
Delta,Summer,2021-05-21,53,524.94
Delta,Summer,2021-05-22,52,516.51
Delta,Summer,2021-05-23,57,561.84
Delta,Summer,2021-05-24,53,559.56
Delta,Summer,2021-05-25,60,532.83
Delta,Summer,2021-05-26,59,554.99
Delta,Summer,2021-05-27,57,542.55
Delta,Summer,2021-05-28,46,575.77
Delta,Summer,2021-05-29,47,573.59
Delta,Summer,2021-05-30,46,551.38
Delta,Summer,2021-05-31,59,558.61
Delta,Summer,2021-06-01,59,565.55
Delta,Summer,2021-06-02,50,561.04
Delta,Summer,2021-06-03,56,556.08
Delta,Summer,2021-06-04,26,555.03
Delta,Summer,2021-06-05,59,547.86
Delta,Summer,2021-06-06,56,529.22
Delta,Summer,2021-06-07,50,553.03
Delta,Summer,2021-06-08,53,555.71
Delta,Summer,2021-06-09,59,566.05
Delta,Summer,2021-06-10,57,545.6
Delta,Summer,2021-06-11,58,539.79
Delta,Summer,2021-06-12,58,544.84
Delta,Summer,2021-06-13,51,560.68
Delta,Summer,2021-06-14,47,564.8
Delta,Summer,2021-06-15,54,525.57
Delta,Summer,2022-05-15,58,542.53
Delta,Summer,2022-05-16,58,547.87
Delta,Summer,2022-05-17,59,547.75
Delta,Summer,2022-05-18,46,555.5
Delta,Summer,2022-05-19,60,505.03
Delta,Summer,2022-05-20,48,582.45
Delta,Summer,2022-05-21,56,520.78
Delta,Summer,2022-05-22,60,538.02
Delta,Summer,2022-05-23,57,502.94
Delta,Summer,2022-05-24,60,545.14
Delta,Summer,2022-05-25,58,540.25
Delta,Summer,2022-05-26,36,509.36
Delta,Summer,2022-05-27,45,514.83
Delta,Summer,2022-05-28,50,508.26
Delta,Summer,2022-05-29,59,510.2
Delta,Summer,2022-05-30,57,486.38
Delta,Summer,2022-05-31,58,537.42
Delta,Summer,2022-06-01,59,574.03
Delta,Summer,2022-06-02,57,533.47
Delta,Summer,2022-06-03,48,569.69
Delta,Summer,2022-06-04,56,564.53
Delta,Summer,2022-06-05,57,526.38
Delta,Summer,2022-06-06,55,543.55
Delta,Summer,2022-06-07,54,504.47
Delta,Summer,2022-06-08,56,546.81
Delta,Summer,2022-06-09,59,572.22
Delta,Summer,2022-06-10,52,571.37
Delta,Summer,2022-06-11,46,552.95
Delta,Summer,2022-06-12,58,553.98
Delta,Summer,2022-06-13,49,555.97
Delta,Summer,2022-06-14,56,563.23
Delta,Summer,2022-06-15,53,555.62
Delta,Summer,2023-05-15,50,582.45
Delta,Summer,2023-05-16,53,555.58
Delta,Summer,2023-05-17,58,546.09
Delta,Summer,2023-05-18,56,574.06
Delta,Summer,2023-05-19,55,546.89
Delta,Summer,2023-05-20,55,494.6
Delta,Summer,2023-05-21,60,544.72
Delta,Summer,2023-05-22,51,573.17
Delta,Summer,2023-05-23,35,566.59
Delta,Summer,2023-05-24,50,562.11
Delta,Summer,2023-05-25,45,533.45
Delta,Summer,2023-05-26,35,541.47
Delta,Summer,2023-05-27,60,536.14
Delta,Summer,2023-05-28,47,545.15
Delta,Summer,2023-05-29,51,550.56
Delta,Summer,2023-05-30,57,559.71
Delta,Summer,2023-05-31,57,554.66
Delta,Summer,2023-06-01,56,579.73
Delta,Summer,2023-06-02,50,565.57
Delta,Summer,2023-06-03,58,530.66
Delta,Summer,2023-06-04,53,532.36
Delta,Summer,2023-06-05,57,576.76
Delta,Summer,2023-06-06,57,537.63
Delta,Summer,2023-06-07,42,550.3
Delta,Summer,2023-06-08,50,559.66
Delta,Summer,2023-06-09,58,573.87
Delta,Summer,2023-06-10,59,546.88
Delta,Summer,2023-06-11,20,530.64
Delta,Summer,2023-06-12,48,577.11
Delta,Summer,2023-06-13,56,569.24
Delta,Summer,2023-06-14,56,537.53
Delta,Summer,2023-06-15,58,574.07
Delta,Summer,2024-05-15,60,546.14
Delta,Summer,2024-05-16,55,568.88
Delta,Summer,2024-05-17,45,559.22
Delta,Summer,2024-05-18,55,528.27
Delta,Summer,2024-05-19,57,553.73
Delta,Summer,2024-05-20,60,517.73
Delta,Summer,2024-05-21,58,557.75
Delta,Summer,2024-05-22,57,515.93
Delta,Summer,2024-05-23,59,562.22
Delta,Summer,2024-05-24,59,569.99
Delta,Summer,2024-05-25,59,516.89
Delta,Summer,2024-05-26,60,576.96
Delta,Summer,2024-05-27,57,538.9
Delta,Summer,2024-05-28,60,529.05
Delta,Summer,2024-05-29,58,543.42
Delta,Summer,2024-05-30,57,545.83
Delta,Summer,2024-05-31,49,551.19
Delta,Summer,2024-06-01,60,554.69
Delta,Summer,2024-06-02,51,543.69
Delta,Summer,2024-06-03,60,569.47
Delta,Summer,2024-06-04,58,557.5
Delta,Summer,2024-06-05,55,564.43
Delta,Summer,2024-06-06,45,551.33
Delta,Summer,2024-06-07,60,537.97
Delta,Summer,2024-06-08,56,538.79
Delta,Summer,2024-06-09,53,534.03
Delta,Summer,2024-06-10,59,552.91
Delta,Summer,2024-06-11,53,556.18
Delta,Summer,2024-06-12,59,514.81
Delta,Summer,2024-06-13,52,568.2
Delta,Summer,2024-06-14,55,545.41
Delta,Summer,2024-06-15,48,543.82
Delta,Fall,2015-08-23,53,558.7
Delta,Fall,2015-08-24,58,523.72
Delta,Fall,2015-08-25,48,548.52
Delta,Fall,2015-08-26,55,558.48
Delta,Fall,2015-08-27,56,575.5
Delta,Fall,2015-08-28,49,473.11
Delta,Fall,2015-08-29,38,529.77
Delta,Fall,2015-08-30,56,535.5
Delta,Fall,2015-08-31,58,531.71
Delta,Fall,2015-09-01,60,563.88
Delta,Fall,2015-09-02,54,573.31
Delta,Fall,2015-09-03,48,551.72
Delta,Fall,2015-09-04,53,541.27
Delta,Fall,2015-09-05,48,546.62
Delta,Fall,2015-09-06,57,557.6
Delta,Fall,2015-09-07,51,558.7
Delta,Fall,2015-09-08,56,500.58
Delta,Fall,2015-09-09,50,526.83
Delta,Fall,2015-09-10,48,555.38
Delta,Fall,2015-09-11,57,588.67
Delta,Fall,2015-09-12,46,551.38
Delta,Fall,2015-09-13,27,547.38
Delta,Fall,2015-09-14,49,543.58
Delta,Fall,2015-09-15,59,577.47
Delta,Fall,2015-09-16,57,575.53
Delta,Fall,2015-09-17,43,561.32
Delta,Fall,2015-09-18,52,581.24
Delta,Fall,2015-09-19,45,535.4
Delta,Fall,2015-09-20,59,566.66
Delta,Fall,2015-09-21,56,568.97
Delta,Fall,2015-09-22,58,495.32
Delta,Fall,2015-09-23,47,545.82
Delta,Fall,2016-08-23,58,559.05
Delta,Fall,2016-08-24,57,535.28
Delta,Fall,2016-08-25,55,543.81
Delta,Fall,2016-08-26,57,513.14
Delta,Fall,2016-08-27,45,555.66
Delta,Fall,2016-08-28,57,546.95
Delta,Fall,2016-08-29,58,588.43
Delta,Fall,2016-08-30,47,564.98
Delta,Fall,2016-08-31,57,563.09
Delta,Fall,2016-09-01,46,559.81
Delta,Fall,2016-09-02,58,501.25
Delta,Fall,2016-09-03,53,540.77
Delta,Fall,2016-09-04,45,555.91
Delta,Fall,2016-09-05,59,535.03
Delta,Fall,2016-09-06,35,594.01
Delta,Fall,2016-09-07,53,563.34
Delta,Fall,2016-09-08,46,583.18
Delta,Fall,2016-09-09,60,559.65
Delta,Fall,2016-09-10,53,554.43
Delta,Fall,2016-09-11,51,545.93
Delta,Fall,2016-09-12,54,508.32
Delta,Fall,2016-09-13,45,575.53
Delta,Fall,2016-09-14,56,538.76
Delta,Fall,2016-09-15,44,569.91
Delta,Fall,2016-09-16,58,536.9
Delta,Fall,2016-09-17,60,556.3
Delta,Fall,2016-09-18,56,551.62
Delta,Fall,2016-09-19,59,552.49
Delta,Fall,2016-09-20,45,537.32
Delta,Fall,2016-09-21,50,551.5
Delta,Fall,2016-09-22,33,521.03
Delta,Fall,2016-09-23,53,534.28
Delta,Fall,2017-08-23,56,540.61
Delta,Fall,2017-08-24,54,573.12
Delta,Fall,2017-08-25,60,572.02
Delta,Fall,2017-08-26,60,576.58
Delta,Fall,2017-08-27,56,543.68
Delta,Fall,2017-08-28,53,547.73
Delta,Fall,2017-08-29,60,523.02
Delta,Fall,2017-08-30,60,565.44
Delta,Fall,2017-08-31,51,532.76
Delta,Fall,2017-09-01,49,573.28
Delta,Fall,2017-09-02,60,549.92
Delta,Fall,2017-09-03,57,566.85
Delta,Fall,2017-09-04,50,575.65
Delta,Fall,2017-09-05,52,566.0
Delta,Fall,2017-09-06,55,570.97
Delta,Fall,2017-09-07,53,544.36
Delta,Fall,2017-09-08,57,530.79
Delta,Fall,2017-09-09,59,577.49
Delta,Fall,2017-09-10,32,536.47
Delta,Fall,2017-09-11,53,522.06
Delta,Fall,2017-09-12,45,551.07
Delta,Fall,2017-09-13,59,570.08
Delta,Fall,2017-09-14,60,566.4
Delta,Fall,2017-09-15,60,554.81
Delta,Fall,2017-09-16,42,541.67
Delta,Fall,2017-09-17,58,493.99
Delta,Fall,2017-09-18,41,560.43
Delta,Fall,2017-09-19,58,566.18
Delta,Fall,2017-09-20,57,535.39
Delta,Fall,2017-09-21,51,547.48
Delta,Fall,2017-09-22,56,557.1
Delta,Fall,2017-09-23,39,575.32
Delta,Fall,2018-08-23,57,563.82
Delta,Fall,2018-08-24,57,578.18
Delta,Fall,2018-08-25,50,507.05
Delta,Fall,2018-08-26,57,572.62
Delta,Fall,2018-08-27,60,532.45
Delta,Fall,2018-08-28,58,529.64
Delta,Fall,2018-08-29,58,560.14
Delta,Fall,2018-08-30,48,561.26
Delta,Fall,2018-08-31,59,569.1
Delta,Fall,2018-09-01,38,567.3
Delta,Fall,2018-09-02,54,569.67
Delta,Fall,2018-09-03,35,569.41
Delta,Fall,2018-09-04,51,562.99
Delta,Fall,2018-09-05,50,539.07
Delta,Fall,2018-09-06,46,547.19
Delta,Fall,2018-09-07,55,566.21
Delta,Fall,2018-09-08,57,557.37
Delta,Fall,2018-09-09,58,529.9
Delta,Fall,2018-09-10,52,588.0
Delta,Fall,2018-09-11,60,582.99
Delta,Fall,2018-09-12,49,568.41
Delta,Fall,2018-09-13,58,535.11
Delta,Fall,2018-09-14,52,553.63
Delta,Fall,2018-09-15,60,578.36
Delta,Fall,2018-09-16,57,524.67
Delta,Fall,2018-09-17,33,528.88
Delta,Fall,2018-09-18,58,531.4
Delta,Fall,2018-09-19,56,571.19
Delta,Fall,2018-09-20,54,573.66
Delta,Fall,2018-09-21,60,560.48
Delta,Fall,2018-09-22,58,549.18
Delta,Fall,2018-09-23,55,573.54
Delta,Fall,2019-08-23,50,565.54
Delta,Fall,2019-08-24,57,539.17
Delta,Fall,2019-08-25,38,576.79
Delta,Fall,2019-08-26,58,529.2
Delta,Fall,2019-08-27,59,514.5
Delta,Fall,2019-08-28,58,538.64
Delta,Fall,2019-08-29,60,543.15
Delta,Fall,2019-08-30,59,547.98
Delta,Fall,2019-08-31,45,578.41
Delta,Fall,2019-09-01,53,573.15
Delta,Fall,2019-09-02,60,575.71
Delta,Fall,2019-09-03,55,517.05
Delta,Fall,2019-09-04,58,539.63
Delta,Fall,2019-09-05,60,534.5
Delta,Fall,2019-09-06,59,570.54
Delta,Fall,2019-09-07,58,535.43
Delta,Fall,2019-09-08,58,533.84
Delta,Fall,2019-09-09,56,547.32
Delta,Fall,2019-09-10,39,519.27
Delta,Fall,2019-09-11,52,542.74
Delta,Fall,2019-09-12,50,560.6
Delta,Fall,2019-09-13,32,528.52
Delta,Fall,2019-09-14,56,566.63
Delta,Fall,2019-09-15,57,503.1
Delta,Fall,2019-09-16,42,600.55
Delta,Fall,2019-09-17,47,572.88
Delta,Fall,2019-09-18,56,533.06
Delta,Fall,2019-09-19,42,575.25
Delta,Fall,2019-09-20,49,551.69
Delta,Fall,2019-09-21,60,560.99
Delta,Fall,2019-09-22,60,565.55
Delta,Fall,2019-09-23,59,537.68
Delta,Fall,2020-08-23,49,561.93
Delta,Fall,2020-08-24,59,527.06
Delta,Fall,2020-08-25,57,560.94
Delta,Fall,2020-08-26,50,566.02
Delta,Fall,2020-08-27,60,479.72
Delta,Fall,2020-08-28,56,540.14
Delta,Fall,2020-08-29,58,584.92
Delta,Fall,2020-08-30,58,514.07
Delta,Fall,2020-08-31,54,543.06
Delta,Fall,2020-09-01,56,556.92
Delta,Fall,2020-09-02,53,529.1
Delta,Fall,2020-09-03,55,509.74
Delta,Fall,2020-09-04,24,562.62
Delta,Fall,2020-09-05,56,570.47
Delta,Fall,2020-09-06,59,500.91
Delta,Fall,2020-09-07,55,566.41
Delta,Fall,2020-09-08,55,563.42
Delta,Fall,2020-09-09,59,536.22
Delta,Fall,2020-09-10,54,559.49
Delta,Fall,2020-09-11,53,555.61
Delta,Fall,2020-09-12,48,539.2
Delta,Fall,2020-09-13,56,559.71
Delta,Fall,2020-09-14,50,563.54
Delta,Fall,2020-09-15,48,551.41
Delta,Fall,2020-09-16,58,547.47
Delta,Fall,2020-09-17,51,558.06
Delta,Fall,2020-09-18,50,569.0
Delta,Fall,2020-09-19,56,555.52
Delta,Fall,2020-09-20,44,564.67
Delta,Fall,2020-09-21,54,568.08
Delta,Fall,2020-09-22,60,532.75
Delta,Fall,2020-09-23,56,554.17
Delta,Fall,2021-08-23,53,542.14
Delta,Fall,2021-08-24,52,553.65
Delta,Fall,2021-08-25,17,532.17
Delta,Fall,2021-08-26,56,547.38
Delta,Fall,2021-08-27,47,578.51
Delta,Fall,2021-08-28,54,551.59
Delta,Fall,2021-08-29,46,540.58
Delta,Fall,2021-08-30,54,566.44
Delta,Fall,2021-08-31,58,541.89
Delta,Fall,2021-09-01,59,511.74
Delta,Fall,2021-09-02,54,564.2
Delta,Fall,2021-09-03,57,551.28
Delta,Fall,2021-09-04,55,549.27
Delta,Fall,2021-09-05,56,556.54
Delta,Fall,2021-09-06,52,574.58
Delta,Fall,2021-09-07,54,554.67
Delta,Fall,2021-09-08,52,571.14
Delta,Fall,2021-09-09,54,560.93
Delta,Fall,2021-09-10,51,550.8
Delta,Fall,2021-09-11,55,562.84
Delta,Fall,2021-09-12,43,570.12
Delta,Fall,2021-09-13,50,594.98
Delta,Fall,2021-09-14,53,571.51
Delta,Fall,2021-09-15,54,540.91
Delta,Fall,2021-09-16,54,545.2
Delta,Fall,2021-09-17,36,557.38
Delta,Fall,2021-09-18,54,552.31
Delta,Fall,2021-09-19,56,539.74
Delta,Fall,2021-09-20,60,576.9
Delta,Fall,2021-09-21,50,574.51
Delta,Fall,2021-09-22,55,545.53
Delta,Fall,2021-09-23,42,577.68
Delta,Fall,2022-08-23,59,547.25
Delta,Fall,2022-08-24,49,545.84
Delta,Fall,2022-08-25,60,572.71
Delta,Fall,2022-08-26,57,483.64
Delta,Fall,2022-08-27,60,561.4
Delta,Fall,2022-08-28,58,522.54
Delta,Fall,2022-08-29,59,548.39
Delta,Fall,2022-08-30,59,540.95
Delta,Fall,2022-08-31,57,559.79
Delta,Fall,2022-09-01,47,570.77
Delta,Fall,2022-09-02,56,562.93
Delta,Fall,2022-09-03,43,538.17
Delta,Fall,2022-09-04,53,539.3
Delta,Fall,2022-09-05,51,559.98
Delta,Fall,2022-09-06,60,554.33
Delta,Fall,2022-09-07,50,562.32
Delta,Fall,2022-09-08,51,581.66
Delta,Fall,2022-09-09,59,561.29
Delta,Fall,2022-09-10,58,533.62
Delta,Fall,2022-09-11,59,538.1
Delta,Fall,2022-09-12,57,491.0
Delta,Fall,2022-09-13,57,559.6
Delta,Fall,2022-09-14,56,540.93
Delta,Fall,2022-09-15,50,536.69
Delta,Fall,2022-09-16,57,581.87
Delta,Fall,2022-09-17,60,520.68
Delta,Fall,2022-09-18,54,566.67
Delta,Fall,2022-09-19,40,551.82
Delta,Fall,2022-09-20,59,512.7
Delta,Fall,2022-09-21,59,548.91
Delta,Fall,2022-09-22,55,522.73
Delta,Fall,2022-09-23,57,534.32
Delta,Fall,2023-08-23,42,560.03
Delta,Fall,2023-08-24,50,528.56
Delta,Fall,2023-08-25,45,568.21
Delta,Fall,2023-08-26,57,568.18
Delta,Fall,2023-08-27,60,561.25
Delta,Fall,2023-08-28,56,528.22
Delta,Fall,2023-08-29,48,555.79
Delta,Fall,2023-08-30,57,549.61
Delta,Fall,2023-08-31,44,568.84
Delta,Fall,2023-09-01,41,577.15
Delta,Fall,2023-09-02,57,539.49
Delta,Fall,2023-09-03,51,584.38
Delta,Fall,2023-09-04,54,553.87
Delta,Fall,2023-09-05,41,551.08
Delta,Fall,2023-09-06,43,590.88
Delta,Fall,2023-09-07,52,567.57
Delta,Fall,2023-09-08,57,514.03
Delta,Fall,2023-09-09,51,552.72
Delta,Fall,2023-09-10,52,575.95
Delta,Fall,2023-09-11,55,576.93
Delta,Fall,2023-09-12,58,574.03
Delta,Fall,2023-09-13,57,560.79
Delta,Fall,2023-09-14,53,561.45
Delta,Fall,2023-09-15,46,511.91
Delta,Fall,2023-09-16,55,525.57
Delta,Fall,2023-09-17,55,517.0
Delta,Fall,2023-09-18,60,500.99
Delta,Fall,2023-09-19,52,552.09
Delta,Fall,2023-09-20,58,482.4
Delta,Fall,2023-09-21,54,558.37
Delta,Fall,2023-09-22,50,531.04
Delta,Fall,2023-09-23,55,545.02
Delta,Fall,2024-08-23,52,559.6
Delta,Fall,2024-08-24,55,572.64
Delta,Fall,2024-08-25,53,550.35
Delta,Fall,2024-08-26,53,560.15
Delta,Fall,2024-08-27,58,559.85
Delta,Fall,2024-08-28,60,567.38
Delta,Fall,2024-08-29,31,558.51
Delta,Fall,2024-08-30,60,521.76
Delta,Fall,2024-08-31,59,562.67
Delta,Fall,2024-09-01,59,565.17
Delta,Fall,2024-09-02,58,543.75
Delta,Fall,2024-09-03,54,534.16
Delta,Fall,2024-09-04,43,544.62
Delta,Fall,2024-09-05,57,542.29
Delta,Fall,2024-09-06,49,549.81
Delta,Fall,2024-09-07,58,569.89
Delta,Fall,2024-09-08,51,562.71
Delta,Fall,2024-09-09,60,567.3
Delta,Fall,2024-09-10,56,542.96
Delta,Fall,2024-09-11,46,530.36
Delta,Fall,2024-09-12,55,522.97
Delta,Fall,2024-09-13,57,543.81
Delta,Fall,2024-09-14,60,571.17
Delta,Fall,2024-09-15,53,563.4
Delta,Fall,2024-09-16,60,559.43
Delta,Fall,2024-09-17,60,554.75
Delta,Fall,2024-09-18,56,522.19
Delta,Fall,2024-09-19,56,566.64
Delta,Fall,2024-09-20,46,561.03
Delta,Fall,2024-09-21,55,579.19
Delta,Fall,2024-09-22,57,519.58
Delta,Fall,2024-09-23,54,567.04
